TYPE,SITE_ID,SITE_PID,SITE_TYPE,NAME_ENG,NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,REALM,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,GOVSUBTYPE,OWN_TYPE,OWNSUBTYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,PRNT_ISO3,ISO3,SUPP_INFO,CONS_OBJ,INLND_WTRS,OECM_ASMT
Polygon,903006,903006,PA,Cuatrociénegas,Cuatrociénegas,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,843.4747,841.280907008035,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Ministry of the Environment and Natural Resources through the National Commission of Natural Protected Areas,Not Reported,State Verified,1850,MEX,MEX,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555636344,555636344,PA,Lagunas de San Vicente,Lagunas de San Vicente,Reserva Natural Municipal,Municipal Nature Reserve,National,Not Reported,Not Applicable,Terrestrial,0,0,1.32,7.18673482352112,Not Applicable,0,Designated,1998,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555703433,555703433,PA,Crater del Volcán de San Salvador,Crater del Volcán de San Salvador,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,2.0512800217,2.05166191866769,Not Applicable,0,Designated,2008,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Ministerio de Medio Ambiente y Recursos Naturales,http://www.marn.gob.sv/descargas/Documentos/2018/anp/Crater%20del%20volcan/Plan%20de%20Manejo-Crate,State Verified,908,SLV,SLV,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,308676,308676_2,PA,Jervis Bay,Jervis Bay,Marine Park,Marine Park,National,IV,Not Applicable,Marine,155.8597869873,154.335056456018,155.8597869873,155.859971445571,Part,0,Designated,1998,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-NSW_DPIRD,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,3026,3026,PA,Gorge of Samaria National Park,Gorge of Samaria National Park,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,48.5,88.6491735658844,Not Applicable,0,Designated,1981,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,78,GRC,GRC,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,228,228,PA,Mapimí,Mapimí,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,3423.879917,3425.37414792324,Not Applicable,0,Designated,1977,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Ministry of the Environment and Natural Resources through the National Commission of Natural Protected Areas,Not Reported,State Verified,1850,MEX,MEX,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555671526,555671526,PA,"Wetlands Reserve Program (WRP), Greenbrier, WV","Wetlands Reserve Program (WRP), Greenbrier, WV",Reserve Program,Reserve Program,National,V,Not Applicable,Terrestrial,0,0,0.0700255521,0.07002555144147,Not Applicable,0,Designated,0,Federal or national ministry or agency,Not Applicable,Individual landowners,Not Applicable,Natural Resources Conservation Service,Not Reported,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555556045,555556045,PA,Xinjiang Tianshan,Tianshan au Xinjiang,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii),Terrestrial,0,0,6068.33,6021.96014780669,Not Applicable,0,Inscribed,2013,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CHN,CHN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555556922,555556922,PA,Baie de Morlaix,Baie de Morlaix,Marine Protected Area (OSPAR),Marine Protected Area (OSPAR),Regional,Not Reported,Not Applicable,Marine,258,249.52920370529,266,266.070002781891,Not Reported,0,Designated,2012,Collaborative governance,Not Reported,Not Reported,Not Applicable,OSPAR Commission,http://mpa.ospar.org/home_ospar/mpa_datasheets,State Verified,883,FRA,FRA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,18863,18863,PA,Mount Athos,Mont Athos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(i);(ii);(iv);(v);(vi);(vii),Terrestrial,0,14.6279720300576,330.423,347.699304766253,Not Applicable,0,Inscribed,1988,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,GRC,GRC,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,171662,171662,PA,Laane tammed (2 tk),Laane tammed (2 tk),Kaitstav looduse üksikobjekt,Protected nature monument,National,III,Not Applicable,Terrestrial,0,0,0,6.22520677559078e-06,Not Applicable,0,Designated,1959,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministry of Environment, Narva mnt 7a, Tallinn, Estonia",Not Reported,State Verified,2013,EST,EST,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,4999,4999,PA,Tassili n'Ajjer,Tassili n'Ajjer,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(i);(iii);(vii);(viii),Terrestrial,0,0,72000,75389.9871841254,Not Applicable,0,Inscribed,1982,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,DZA,DZA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555784000,555784000,PA,Bale Mountains National Park,Bale Mountains National Park,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(x),Terrestrial,0,0,2150,2158.77064090415,Not Applicable,0,Inscribed,2023,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ETH,ETH,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555784007,555784007,PA,Ivindo National Park,Ivindo National Park,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,2987.58,2969.42375448581,Not Applicable,0,Inscribed,2021,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,GAB,GAB,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555697867,555697867,PA,Fanjingshan,Fanjingshan,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(x),Terrestrial,0,0,402.75,402.687128795827,Not Applicable,0,Inscribed,2018,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CHN,CHN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,657,657,PA,Pyhä-Luoston kansallispuisto,Pyhä-Luoston kansallispuisto,Kansallispuisto,National Park,National,II,Not Applicable,Terrestrial,0,0,144.0251855469,144.140384987218,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Metsähallitus P.O.Box 94  01301 Vantaa, Finland, Tel.int. +358 205 64 100, Telefax +358 205 64 4350 FIN-01301 Vantaa. (Koli National Park is administered by Finnish Forest Research Institute, Unioninkatu 40 A, FIN-00170 HELSINKI, FINLAND, Ph. +358 10",Not Reported,State Verified,2013,FIN,FIN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555544629,555544629,PA,Makonsaaren luonnonsuojelualue,Makonsaaren luonnonsuojelualue,Yksityinen luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,Terrestrial,0,0,0.0083477002,0.00834929598887265,Not Applicable,0,Designated,2011,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Regional Environment Centres,Not Reported,State Verified,2013,FIN,FIN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,12206,12206,PA,Garajonay National Park,Parc national de Garajonay,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii),Terrestrial,0,0,39.84,37.2529153910411,Not Applicable,0,Inscribed,1986,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ESP,ESP,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,3036,3036,PA,Mount Hakusan,白山,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,677.8,676.815392061356,Not Applicable,0,Designated,2016,Not Reported,Not Applicable,Individual landowners,Not Applicable,Not Reported,Not Reported,State Verified,1792,JPN,JPN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555592950,555592950,PA,Yacuri,Yacuri,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,481.34,481.312352855972,Not Applicable,0,Designated,2010,Federal or national ministry or agency,Not Applicable,State,Not Applicable,"Ministry of Environment, Water and Ecological Transition",http://areasprotegidas.ambiente.gob.ec/,State Verified,1866,ECU,ECU,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555586878,555586878,PA,North Carolina National Estuarine Research Reserve,North Carolina National Estuarine Research Reserve,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,Coastal,0,24.9727958883733,42.7599277042,42.7599369403692,None,0,Designated,1985,Joint governance,Not Reported,Joint ownership,Not Reported,Joint ; State Department of Conservation ; State Department of Natural Resources ; State Park and Recreation ; U.S. Fish and Wildlife Service,Site-Specific Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555622041,555622041,PA,Archipiélago de Revillagigedo,Archipiélago de Revillagigedo - Zona Núcleo,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(x),Marine,6366.85375,6221.9964235422,6366.85375,6374.97780841232,Not Reported,0,Inscribed,2016,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,MEX,MEX,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,10745,10745,PA,Manas Wildlife Sanctuary,Sanctuaire de faune de Manas,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(x),Terrestrial,0,0,391,448.919903079918,Not Applicable,0,Inscribed,1985,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,10903,10903,PA,Talamanca Range-La Amistad Reserves / La Amistad National Park,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii);(x),Terrestrial,0,0,5700.45,5771.99675019212,Not Applicable,0,Inscribed,1983,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CRI;PAN,CRI;PAN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,67728,67728,PA,Danube Delta,Delta du Danube,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(x),Terrestrial,0,204.004351240831,3124.4,3151.28061409496,Not Applicable,0,Inscribed,1991,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ROU,ROU,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,67727,67727,PA,Aïr and Ténéré Natural Reserves,Réserves naturelles de l'Aïr et du Ténéré,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,77360,78299.0860572702,Not Applicable,0,Inscribed,1991,Federal or national ministry or agency,Not Applicable,State,Not Applicable,"Direction de la Faune, de la Chasse et des Parcs et Réserves (DFC/PR) et Unité de Gestion de l'Aire Protégée (UGAP)",Managment plan is not implemented and not available,State Verified,946,NER,NER,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555744923,555744923_1,PA,Hayr Bul Thamah,هير بولثامة,منطقة محمية بحرية,Marine Protected Area,National,Not Reported,Not Applicable,Marine,58.7,267.653760322183,58.7,267.653760322183,Not Reported,0,Designated,2017,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Supreme Council for Environment,https://www.legalaffairs.gov.bh/Media/LegalPDF/RCAG1086.pdf,State Verified,1025,BHR,BHR,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,900765,900765,PA,Gran Humedal del Norte de Ciego de Ávila,Gran Humedal del Norte de Ciego de Ávila,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,(i);(ii);(iii);(iv),Coastal,1553.6,1498.3223565089,2268.75,2501.32690364498,Not Reported,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implented and not available,State Verified,1856,CUB,CUB,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555587632,555587632,PA,Teijon kansallispuisto,Teijon kansallispuisto,Kansallispuisto,National Park,National,II,Not Applicable,Terrestrial,0.7086410645,0.828620867709983,35.4320532227,35.4174876366651,Not Applicable,0,Designated,2014,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Metsähallitus P.O.Box 94  01301 Vantaa, Finland, Tel.int. +358 205 64 100, Telefax +358 205 64 4350 FIN-01301 Vantaa. (Koli National Park is administered by Finnish Forest Research Institute, Unioninkatu 40 A, FIN-00170 HELSINKI, FINLAND, Ph. +358 10",Not Reported,State Verified,2013,FIN,FIN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,308684,308684_1,PA,Moreton Bay,Moreton Bay,Marine Park,Marine Park,National,II,Not Applicable,Marine,803.7769165039,735.000773865067,803.7769165039,803.776955779854,All ,803.7769409843,Designated,2019,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-QLD_DES,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,902481,902481,PA,Islands and Protected Areas of the Gulf of California,Islas y Áreas Protegidas del Golfo de California,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(x),Coastal,6885.58,15047.1708769234,6885.58,22756.553965714,Not Reported,0,Inscribed,2005,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Ministry of the Environment and Natural Resources through the National Commission of Natural Protected Areas,Not Reported,State Verified,946,MEX,MEX,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,902335,902335,PA,Tropical Rainforest Heritage of Sumatra,Patrimoine des forêts tropicales ombrophiles de Sumatra,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(x),Terrestrial,0,50.1804183385115,25951.24,25804.6657054474,Not Applicable,0,Inscribed,2004,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,IDN,IDN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,565,565_2,PA,Watheroo,Watheroo,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,16.3405799866,16.3405801662312,Not Applicable,0,Designated,1973,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-WA_DBCA,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,197,197,PA,Tikal National Park,Parc national de Tikal,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(i);(iii);(iv);(ix);(x),Terrestrial,0,0,576,575.392529328056,Not Applicable,0,Inscribed,1979,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,GTM,GTM,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,478641,478641,PA,The Dolomites,Les Dolomites,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Terrestrial,0,0,1419.028,1417.95515369694,Not Applicable,0,Inscribed,2009,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ITA,ITA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,71003,71003,PA,Piopiotahi,Piopiotahi,Marine Reserve,Marine Reserve,National,Ia,Not Applicable,Marine,7.28925,7.08864444546287,7.289250659,7.26335880890479,All ,7.28925,Designated,1993,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Department of Conservation,Not Reported,State Verified,1773,NZL,NZL,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,555547991,555547991,PA,Lena Pillars Nature Park,Parc naturel des colonnes de la Lena,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(viii),Terrestrial,0,0,13870,13242.8500971302,Not Applicable,0,Inscribed,2012,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,RUS,RUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555586859,555586859,PA,Tijuana River Mouth State Marine Conservation Area,Tijuana River Mouth State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,Marine,0,7.4628957448222,7.8124633837,7.81246566394259,None,0,Designated,2012,Sub-national ministry or agency,Not Applicable,State,Not Applicable,State Fish and Wildlife,MPA Programmatic Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,555624858,555624858,PA,Los Alerces National Park,Parque Nacional Los Alerces,Sitio Patrimonio de la Humanidad (natural o mixto),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(x),Terrestrial,0,0,1883.79,1884.16597436111,Not Applicable,0,Inscribed,2017,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,124386,124386,PA,Lake Baikal,Lake Baikal,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii);(x),Terrestrial,0,0,88000,85673.672092927,Not Applicable,0,Inscribed,1996,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,RUS,RUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,93190,93190,PA,Rough Wood,Rough Wood,Local Nature Reserve,Local Nature Reserve,National,IV,Not Applicable,Terrestrial,0,0,0.2938568429,0.294075931789542,Not Applicable,0,Designated,1991,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,2113,GBR,GBR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,317007,317007,PA,Eshkol,אשכול,National Park,National Park,National,Not Assigned,Not Applicable,Terrestrial,0,0,0.5019251744,0.501859819190199,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Israel Nature and Parks Authority,Not Reported,State Verified,1706,ISR,ISR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16793,16793,PA,Nanda Devi and Valley of Flowers National Parks,Parcs nationaux de Nanda Devi et de la Vallée des fleurs,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(x),Terrestrial,0,0,712.1,736.440860487641,Not Applicable,0,Inscribed,1988,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,17760,17760,PA,Manú National Park,Parc national de Manú,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,17162.9522,16944.200511681,Not Applicable,0,Inscribed,1987,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,PER,PER,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555750116,555750116,PA,Norwood Sec 3 Lots 2A-2C,Norwood Sec 3 Lots 2A-2C,Conservation Easement,Conservation Easement,National,Not Assigned,Not Applicable,Terrestrial,0,0,0.0152296928,0.015229688965613,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Applicable,Individual landowners,Not Applicable,County Land,Not Reported,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,10717,10717,PA,Pechoro-Ilychskiy,Pechoro-Ilychskiy,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,12537.53,7105.11420200131,Not Applicable,0,Designated,1984,Collaborative governance,Not Reported,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,840,RUS,RUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2088,2088,PA,Black River Gorges Bel Ombre Biosphere Reserve,Black River Gorges Bel Ombre Biosphere Reserve,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,70.71,49.626502237655,Not Applicable,0,Designated,1977,Federal or national ministry or agency,Not Applicable,State,Not Applicable,National Parks and Conservation Service,Existing,State Verified,1819,MUS,MUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,220258,220258,PA,Baishuijiang,Baishuijiang,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,2137.5,2659.7662941613,Not Applicable,0,Designated,2000,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,Not Reported,526,CHN,CHN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555583110,555583110,PA,Badingilo Extension,Badingilo Extension,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,7724,7729.46058050411,Not Applicable,0,Proposed,0,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,South Sudan National Wildlife Service (SSWS),Existing,State Verified,1847,SSD,SSD,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555556986,555556986,PA,Faial-Pico Channel,Faial-Pico Channel,Marine Protected Area (OSPAR),Marine Protected Area (OSPAR),Regional,Not Reported,Not Applicable,Marine,0,240.08248048256,240,240.16278670336,Not Reported,0,Designated,2006,Collaborative governance,Not Reported,Not Reported,Not Applicable,OSPAR Commission,http://mpa.ospar.org/home_ospar/mpa_datasheets,State Verified,883,PRT,PRT,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,555547988,555547988,PA,Sangha Trinational,Trinational de la Sangha,Site du Patrimoine Mondial (naturel ou mixte),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,7463.09,7599.29839114824,Not Applicable,0,Inscribed,2012,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CAF;CMR;COG,CAF;CMR;COG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,900629,900629,PA,Central Sikhote-Alin,Central Sikhote-Alin,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(x),Terrestrial,0,32.1166898801146,15668.18,3999.26966748904,Not Applicable,0,Inscribed,2001,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,RUS,RUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555586844,555586844,PA,Bolsa Bay State Marine Conservation Area,Bolsa Bay State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,Terrestrial,0,0,0.1789923696,0.17899219634629,None,0,Designated,2012,Sub-national ministry or agency,Not Applicable,State,Not Applicable,State Fish and Wildlife,MPA Programmatic Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,326181,326181,PA,Podpeška jama,Podpeška jama,naravni spomenik,Natural Monument,National,III,Not Applicable,Terrestrial,0,0,0.0930000019,0.0930119818411786,Not Applicable,0,Designated,1992,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministry of Agriculture and Environment, Dunajska 22, 1000 Ljubljana, Slovenia",Not Reported,State Verified,2013,SVN,SVN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,30614,30614,PA,Montañas Mayas Chiquibul,Montañas Mayas Chiquibul,Reserva de la Biosfera,Biosphere Reserve,National,VI,Not Applicable,Terrestrial,0,0,1444.35061122,610.74565218988,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Applicable,State,Not Applicable,CONAP,Not Reported,State Verified,814,GTM,GTM,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,9545,9545,PA,Comoé National Park,Parc national de la Comoé,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,11492.5,11501.5421996236,Not Applicable,0,Inscribed,1983,Government-delegated management,Not Applicable,Not Reported,Not Applicable,Office Ivoirien des Parcs et Réserves,Existing,State Verified,946,CIV,CIV,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555551859,555551859,PA,2027289 Vuollerimskogen,2027289 Vuollerimskogen,Naturreservat,Nature Reserve,National,Ia,Not Applicable,Terrestrial,0,0,0.2469000053,0.246857007081665,Not Applicable,0,Designated,2012,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,County Administrative Board and Local Authorities,Not Reported,State Verified,2013,SWE,SWE,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,378254,378254,PA,NSG Oetternbach,NSG Oetternbach,Naturschutzgebiet,Nature Reserve,National,IV,Not Applicable,Terrestrial,0,0,1.04,1.03589292990514,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Bundesamt für Naturschutz,Not Reported,State Verified,2013,DEU,DEU,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555703205,555703205,PA,Vatnajökull National Park - Dynamic Nature of Fire and Ice,Vatnajökull National Park - Dynamic Nature of Fire and Ice,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(viii),Terrestrial,0,234.328860525264,14820,14339.9374733318,Not Applicable,0,Inscribed,2019,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ISL,ISL,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,145582,145582,PA,Cocos Island National Park,Parc national de l'île Cocos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Marine,0,1863.90265116692,1997,1863.97681366969,Not Reported,0,Inscribed,1997,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CRI,CRI,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,555763387,555763387,PA,2046428 Sandsjöån,2046428 Sandsjöån,Naturreservat,Nature Reserve,National,Ia,Not Applicable,Terrestrial,0,0,3.3514001465,3.35137213832785,Not Applicable,0,Designated,2023,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,County Administrative Board and Local Authorities,Not Reported,State Verified,2013,SWE,SWE,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555790216,555790216,PA,B.Nelivaru,B.Nelivaru Sarahahdhu,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Marine,6.6528,6.63996184893776,6.6528,6.65077495757626,Part,2.0646,Designated,2023,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Baa Atoll Biosphere Reserve Office,Not Reported,State Verified,1857,MDV,MDV,Not Applicable,Not Applicable,Not Applicable,Not Applicable
